age,annual_income,existing_debt,credit_history_years,num_late_payments,loan_amount,employment_years,num_credit_lines,debt_to_income_ratio,creditworthy
38,67708.92,11326.82,19,2,18074.6,14,4,0.167,1
39,32651.64,12246.1,28,0,16638.67,18,5,0.375,1
42,20852.31,13161.31,21,1,16633.14,11,4,0.631,1
57,23928.33,16882.33,18,1,12607.67,1,5,0.706,0
52,49596.8,18891.7,13,0,15846.75,10,4,0.381,1
61,66878.53,15007.09,16,1,30195.74,24,7,0.224,1
23,32911.77,12094.02,21,1,1000.0,20,10,0.367,1
48,73479.41,9058.84,13,0,41327.54,8,1,0.123,1
30,44954.5,1073.51,16,3,25806.09,11,14,0.024,1
55,45144.9,27833.79,24,2,19492.02,9,13,0.617,1
49,38277.86,37055.3,26,2,30882.01,4,1,0.968,0
35,17304.27,26993.37,13,2,2577.98,32,2,1.56,0
53,59586.28,2409.34,11,1,12023.59,4,13,0.04,1
27,89253.35,22870.17,15,2,18547.09,15,1,0.256,1
32,53746.71,25237.76,0,1,36386.72,28,12,0.47,0
50,17987.37,10965.62,12,2,19442.04,17,10,0.61,0
41,70606.86,19889.27,5,1,25400.66,28,12,0.282,1
51,22504.04,10436.97,16,1,12925.05,5,12,0.464,0
44,30819.31,30289.29,11,2,25842.1,17,10,0.983,0
40,50233.24,18653.71,22,1,40126.88,31,13,0.371,1
57,57456.87,5828.45,18,3,31946.32,30,14,0.101,1
24,34826.72,21698.08,5,1,19022.53,10,11,0.623,0
48,49453.68,25587.81,6,0,28105.89,25,3,0.517,0
64,69303.25,16981.32,0,2,26930.2,27,6,0.245,0
40,72043.58,19794.42,0,2,26079.05,26,10,0.275,0
44,80029.13,14302.47,28,0,33343.44,18,11,0.179,1
52,93188.37,3657.2,4,3,33253.73,26,6,0.039,1
61,71197.79,13482.66,5,0,18474.1,19,1,0.189,1
56,50665.27,20230.4,15,0,27702.55,2,6,0.399,0
54,72186.28,13719.73,24,2,15402.86,15,5,0.19,1
56,64334.32,23007.65,15,4,8923.13,28,7,0.358,1
22,65127.34,11078.18,13,1,16766.07,14,6,0.17,1
35,58544.38,11734.09,0,3,19084.66,29,12,0.2,1
54,36758.92,23311.2,12,3,1000.0,0,12,0.634,0
56,34438.07,17218.53,19,2,30323.99,28,7,0.5,0
26,53057.64,10882.78,9,1,1000.0,29,2,0.205,1
59,57978.2,25338.05,23,3,52577.8,31,12,0.437,1
62,41411.18,8112.64,9,3,38022.55,9,1,0.196,0
32,63466.84,7730.51,8,3,16867.9,26,14,0.122,1
23,96615.32,0.0,12,2,20113.12,7,7,0.0,1
38,20113.39,9460.31,2,3,23635.66,34,9,0.47,0
60,66644.89,28087.17,26,0,12930.08,24,2,0.421,0
41,53680.51,0.0,17,1,22311.43,19,12,0.0,1
35,64013.11,5480.8,19,1,18272.0,16,7,0.086,1
53,46385.71,19390.69,1,1,18868.73,22,3,0.418,0
55,52078.8,0.0,16,0,22177.53,24,6,0.0,1
46,57590.01,9893.01,27,1,4237.67,30,3,0.172,1
28,48967.32,26408.63,18,4,20474.84,5,13,0.539,0
56,24589.17,35430.26,22,0,21961.37,34,10,1.441,0
50,50321.7,17902.47,12,3,21546.2,3,13,0.356,0
43,26671.33,5735.33,12,1,17410.03,19,11,0.215,1
62,68063.86,5398.71,0,2,33654.29,0,11,0.079,1
64,17689.1,16449.08,1,2,15756.17,25,11,0.93,0
34,75573.09,17809.63,0,3,22727.91,33,5,0.236,1
34,63591.26,33579.29,23,0,35567.57,9,2,0.528,0
22,63667.77,24708.05,4,1,19047.49,22,8,0.388,0
57,15000.0,15841.06,23,3,22573.56,23,14,1.056,0
25,48428.01,11647.93,2,1,18843.38,12,8,0.241,0
58,78071.27,45147.12,28,0,34848.44,28,7,0.578,0
61,44627.84,21265.95,27,0,16907.31,26,6,0.477,1
34,33438.76,8312.48,6,2,35400.25,30,1,0.249,0
59,42266.6,12753.77,23,0,18756.95,9,8,0.302,1
45,53634.45,6225.45,21,1,9686.48,30,1,0.116,1
40,37972.59,0.0,12,1,28152.48,9,8,0.0,1
22,79676.34,18126.51,28,0,16343.99,23,11,0.228,1
59,53706.65,32824.54,22,1,27446.01,32,2,0.611,1
26,43888.61,0.0,29,1,1000.0,13,8,0.0,1
37,28973.13,15552.63,27,0,20062.46,34,10,0.537,1
45,64688.93,7930.95,17,0,14484.74,33,12,0.123,1
48,64233.33,20215.03,23,0,7240.9,16,4,0.315,1
22,39155.82,13276.7,20,0,13361.11,20,7,0.339,1
55,15000.0,1399.45,6,2,13115.56,31,5,0.093,1
57,63215.24,5188.96,0,3,19424.17,2,8,0.082,1
25,51263.93,6696.99,4,1,3592.08,14,12,0.131,1
21,61721.42,28443.18,16,1,23795.29,7,6,0.461,0
60,94143.49,27932.59,27,1,36394.58,31,14,0.297,1
32,54463.36,11886.52,28,3,23371.14,25,5,0.218,1
56,44723.23,27278.03,7,1,29707.86,29,1,0.61,0
43,32053.56,13268.16,14,0,33134.75,8,3,0.414,0
51,48751.56,11733.37,19,1,34837.87,31,10,0.241,1
31,58211.55,15571.18,3,0,42441.66,10,9,0.267,1
30,56066.15,17848.25,1,1,14009.58,21,14,0.318,1
23,89469.31,9445.55,4,1,11378.19,33,9,0.106,1
34,64981.71,15218.66,0,0,29401.59,17,5,0.234,1
36,52303.98,22873.23,24,4,28499.19,18,3,0.437,0
30,40868.79,16295.4,4,0,29308.1,17,6,0.399,0
49,60333.46,15427.83,5,5,42671.39,17,5,0.256,0
30,36859.84,19941.8,1,3,20136.44,11,1,0.541,0
32,58596.62,21667.06,25,1,25113.88,3,2,0.37,1
50,64748.28,14373.84,25,0,8235.34,26,12,0.222,1
61,50670.96,10258.19,0,1,45623.85,4,5,0.202,0
21,42394.27,16892.03,3,0,15961.46,5,14,0.398,0
25,15000.0,0.0,6,1,16301.41,12,9,0.0,1
40,77876.73,12896.78,21,1,15839.0,22,12,0.166,1
28,63066.01,0.0,25,0,12261.25,24,4,0.0,1
63,63552.35,0.0,0,0,11246.76,3,9,0.0,1
32,23772.95,0.0,0,1,13715.55,31,3,0.0,1
21,82596.77,25473.52,7,2,3610.45,14,1,0.308,1
40,45695.66,15139.82,19,1,10576.18,25,6,0.331,1
48,49224.09,2379.51,15,1,43387.56,10,10,0.048,1
63,33614.26,19910.66,20,3,28827.86,8,14,0.592,0
57,19261.09,24886.54,12,1,31110.85,10,7,1.292,0
57,78146.93,20084.86,22,2,34126.51,1,4,0.257,1
32,80731.95,13112.9,23,0,42009.61,26,10,0.162,1
57,51689.44,17324.87,25,1,1000.0,25,5,0.335,1
64,41412.31,24014.97,22,1,5241.4,7,4,0.58,0
48,47459.12,10307.54,17,3,10355.32,20,3,0.217,1
35,48007.7,15298.67,29,2,14363.24,20,1,0.319,1
26,31002.81,12428.07,19,1,16393.17,7,13,0.401,0
64,49154.9,0.0,9,0,14636.27,0,6,0.0,1
40,58062.04,24165.68,11,1,22631.71,12,10,0.416,1
34,75363.14,35572.72,0,1,20423.54,8,5,0.472,0
22,55284.88,6262.05,9,1,11325.98,27,11,0.113,1
29,23472.97,24626.8,8,2,1000.0,5,1,1.049,0
57,62070.96,6580.06,2,1,8085.58,22,5,0.106,1
40,49881.39,16327.88,27,0,13409.14,16,6,0.327,1
46,82408.19,30080.12,18,1,17035.05,8,10,0.365,1
49,83589.16,9795.61,25,0,6443.99,11,5,0.117,1
21,84289.09,14853.14,8,1,14110.32,21,1,0.176,1
55,43768.24,0.0,9,1,6428.15,11,14,0.0,1
26,94797.1,8357.96,18,2,18490.17,5,5,0.088,1
57,62018.85,0.0,15,2,7122.9,8,10,0.0,1
25,87527.61,19291.78,23,1,9813.14,2,1,0.22,1
53,44947.61,23316.38,17,2,4295.79,33,11,0.519,1
34,49028.07,12783.65,13,0,18157.99,7,3,0.261,1
32,60480.55,17858.87,28,0,9602.63,9,12,0.295,1
62,58037.55,11742.7,2,0,30881.41,8,13,0.202,1
40,80096.24,22405.45,1,0,24870.2,13,2,0.28,1
44,50357.41,16294.62,0,0,19161.78,26,13,0.324,0
63,78292.3,0.0,17,3,10430.17,31,1,0.0,1
54,69644.69,24399.81,23,1,24566.24,3,4,0.35,1
45,50732.16,11104.57,8,4,28288.41,1,2,0.219,0
49,68093.53,2296.21,12,0,21712.26,32,5,0.034,1
59,45534.7,10610.66,1,1,39244.42,20,10,0.233,0
51,102004.12,0.0,6,1,25515.65,0,1,0.0,1
63,15000.0,2501.11,15,0,30963.29,10,12,0.167,0
43,68458.86,16429.5,20,0,21602.78,0,10,0.24,1
64,19708.08,17267.12,18,0,28107.97,10,1,0.876,0
58,50486.87,18064.39,24,0,10438.63,6,11,0.358,1
40,53287.84,15032.1,14,0,14499.22,1,10,0.282,1
43,85152.67,8071.35,21,0,24192.36,14,4,0.095,1
36,41156.96,14455.41,10,0,24105.19,7,7,0.351,0
62,81160.24,10627.93,0,0,26091.34,25,14,0.131,1
28,31423.67,0.0,20,2,33204.71,34,14,0.0,1
41,81933.39,7275.85,6,3,2900.35,20,2,0.089,1
21,45513.09,23895.41,19,2,8306.57,7,2,0.525,0
28,56468.69,30882.94,7,3,22754.87,31,1,0.547,0
49,48272.43,21512.75,9,1,11307.64,7,5,0.446,0
52,80647.27,30436.98,4,1,60533.22,9,6,0.377,0
58,76754.8,15853.89,8,1,26188.64,22,13,0.207,1
25,63870.03,32423.76,24,2,19060.03,3,6,0.508,0
42,31962.63,35544.88,24,1,13814.37,29,2,1.112,0
54,40699.56,0.0,0,1,14238.05,22,12,0.0,1
21,34428.47,17214.93,1,1,20361.69,4,12,0.5,0
46,15000.0,15864.3,18,2,21343.78,20,7,1.058,0
63,80226.36,10758.96,13,1,14519.61,5,6,0.134,1
30,48443.53,19919.16,19,0,16722.17,16,8,0.411,1
50,48230.12,15411.25,9,0,36131.41,24,6,0.32,1
38,84922.04,7645.51,8,2,36614.06,23,9,0.09,1
37,45480.23,14733.95,9,0,23024.41,21,10,0.324,1
46,38190.58,27045.95,28,0,3904.88,12,2,0.708,1
28,50505.09,16825.38,5,1,26462.04,16,7,0.333,0
60,32346.62,21269.55,16,0,38651.39,13,5,0.658,0
32,61887.12,12229.47,27,1,36437.37,33,1,0.198,1
47,47526.76,19520.64,24,2,28813.11,25,3,0.411,0
28,44854.57,2907.85,5,2,37069.08,18,4,0.065,1
45,43121.94,10002.8,3,2,20640.61,25,12,0.232,1
24,52875.57,13973.31,29,0,27537.24,2,2,0.264,1
53,56669.62,2236.64,19,2,11830.69,1,7,0.039,1
21,44600.5,6697.83,2,2,23507.19,27,1,0.15,1
39,47824.68,18131.12,22,2,35954.41,1,3,0.379,0
51,53369.54,16298.32,18,0,12926.92,21,12,0.305,1
36,51351.64,23063.65,17,0,9662.68,6,9,0.449,1
34,55621.52,8994.89,25,4,21169.87,3,11,0.162,1
25,41466.58,15576.02,23,2,17280.05,19,14,0.376,1
61,75091.86,8281.33,3,1,27789.77,5,2,0.11,1
46,56936.56,22061.29,7,4,14560.89,8,5,0.387,0
48,44923.06,26907.46,16,1,40621.28,30,4,0.599,0
22,61887.68,19833.25,4,3,4523.89,25,12,0.32,1
26,53512.63,25611.94,12,3,35044.82,25,3,0.479,0
29,20323.47,15325.0,24,0,10821.81,27,5,0.754,0
53,61819.05,23055.94,0,0,1000.0,4,6,0.373,1
61,34609.88,15754.18,26,3,22854.5,9,1,0.455,0
45,73688.56,4750.72,12,1,16944.7,17,2,0.064,1
33,50165.01,17467.21,3,3,6684.69,14,1,0.348,0
29,70601.41,5047.03,21,2,1000.0,32,3,0.071,1
33,42395.63,38391.29,25,0,19899.67,4,8,0.906,0
51,56398.59,11659.12,23,0,31710.04,21,8,0.207,1
61,79204.87,21450.38,13,0,27019.44,21,4,0.271,1
31,49619.67,14875.87,2,1,20680.48,21,6,0.3,0
24,43183.66,2663.87,4,0,25746.17,14,12,0.062,1
54,68100.81,0.0,6,0,19673.43,16,9,0.0,1
58,67713.23,22490.14,0,1,2843.31,27,14,0.332,1
24,44025.02,30493.41,22,1,2949.27,21,7,0.693,0
58,15290.78,7651.96,28,0,17561.98,20,2,0.5,1
39,42799.54,0.0,11,1,18072.16,16,11,0.0,1
26,68547.19,11748.37,10,0,30211.79,4,2,0.171,1
54,39499.32,5628.83,23,0,29087.65,17,3,0.143,1
38,54781.24,8496.84,7,2,27261.6,16,8,0.155,0
33,41850.3,21103.74,24,0,16636.61,3,10,0.504,1
61,16356.66,14495.37,5,2,3432.17,6,9,0.886,0
43,41490.38,6704.92,27,3,24944.85,24,13,0.162,1
